time,msec,client_ip,host,method,uri,path,query,protocol,status,body_bytes_sent,request_length,request_time,upstream_response_time,upstream_addr,user_agent,referer,content_type,x_forwarded_for,ssl_protocol,ssl_cipher,label
2025-12-11T08:31:33.841422,1765422093841,24.192.243.94,example.com,POST,/api/v1/user,/api/v1/user,q=121,HTTP/1.1,200,2073,1024,0.811,0.142,84.203.137:28206,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T19:21:14.841422,1765461074841,140.136.160.81,example.com,POST,/api/v1/user,/api/v1/user,q=978,HTTP/2.0,200,3743,815,0.183,0.294,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T18:42:00.841422,1765458720841,14.197.242.138,shop.example.com,GET,/checkout,/checkout,| cat /etc/passwd,HTTP/2.0,403,80,3135,3.057,2.024,30.52.218:57022,python-requests/2.25.1,-,application/json,f1a7:7bdb:2bbc:8e89:6b11:7a5b:91a9:c7e9,-,-,1
2025-12-11T09:47:55.841422,1765426675841,204.227.137.15,shop.example.com,POST,/dashboard,/dashboard,1; DROP TABLE users;,HTTP/2.0,403,2510,2759,0.969,0.691,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,text/html,8290:bb86:baba:be9f:86b0:39a1:ffcd:357b,-,-,1
2025-12-11T01:39:25.841422,1765397365841,164.40.98.17,shop.example.com,GET,/login,/login,-,HTTP/1.1,200,1463,1159,0.064,0.033,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T04:00:48.841422,1765405848841,191.210.206.108,shop.example.com,GET,/checkout,/checkout,admin' --,HTTP/2.0,400,2624,4285,2.275,2.286,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,text/html,ffd:cc9d:d7c8:a568:ad07:182d:c7d7:7532,-,-,1
2025-12-11T20:04:35.841422,1765463675841,231.252.184.97,shop.example.com,GET,/dashboard,/dashboard,' UNION SELECT * FROM users --,HTTP/2.0,500,1771,1174,1.825,2.446,172.18.0.5:80,python-requests/2.25.1,-,-,f2c4:8c44:8411:d9d8:2e58:ebf9:5ce2:38ff,-,-,1
2025-12-11T00:23:17.841422,1765392797841,184.217.191.164,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,q=946,HTTP/2.0,200,2359,1089,0.293,0.348,172.18.0.5:80,curl/7.68.0,https://google.com,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T06:33:58.841422,1765415038841,115.115.50.178,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,3804,1560,0.848,0.444,83.241.231:27153,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T10:27:46.841422,1765429066841,171.87.212.230,example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,7604,1392,0.202,0.153,53.45.98:24637,curl/7.68.0,-,application/json,-,-,-,0
2025-12-10T21:05:22.841422,1765380922841,216.109.95.246,shop.example.com,GET,/profile,/profile,1; DROP TABLE users;,HTTP/2.0,200,1579,5083,4.601,2.710,143.52.205:62331,masscan/1.0,-,application/x-www-form-urlencoded,9be2:686:2aab:27d5:847b:b372:889b:b9aa,-,-,1
2025-12-11T09:07:24.841422,1765424244841,101.97.253.224,alpha-triradiate-adalberto.ngrok-free.dev,GET,/profile,/profile,q=891,HTTP/1.1,200,5810,1117,0.099,0.291,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,text/html,-,-,-,0
2025-12-11T15:34:02.841422,1765447442841,144.234.239.122,example.com,GET,/dashboard,/dashboard,-,HTTP/1.1,200,6878,497,0.323,0.250,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T07:12:35.841422,1765417355841,243.87.246.107,shop.example.com,POST,/search,/search,..%2F..%2F..%2Fetc%2Fpasswd,HTTP/2.0,403,2748,4875,3.024,2.952,164.40.194:10067,nikto/2.1.6,-,text/html,-,-,-,1
2025-12-11T18:58:13.841422,1765459693841,226.151.229.181,example.com,GET,/search,/search,-,HTTP/2.0,200,4668,344,0.221,0.105,81.183.54:58901,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T08:50:17.841422,1765423217841,31.216.173.88,alpha-triradiate-adalberto.ngrok-free.dev,GET,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,2841,1259,0.781,0.348,96.129.255:3415,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T03:27:13.841422,1765403833841,176.155.164.36,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,-,HTTP/1.1,200,3875,1293,0.705,0.083,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T14:46:50.841422,1765444610841,47.158.236.93,shop.example.com,GET,/search,/search,-,HTTP/1.1,200,3775,1006,0.506,0.462,83.231.178:23891,PostmanRuntime/7.28.4,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T15:41:53.841422,1765447913841,236.77.150.50,example.com,GET,/profile,/profile,-,HTTP/1.1,200,1391,1955,0.922,0.132,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T00:51:54.841422,1765394514841,186.165.180.188,example.com,GET,/dashboard,/dashboard,q=57,HTTP/1.1,200,5294,620,0.549,0.373,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T17:17:00.841422,1765453620841,243.87.246.107,alpha-triradiate-adalberto.ngrok-free.dev,GET,/'_UNION_SELECT_*_FROM_users_--,/'_UNION_SELECT_*_FROM_users_--,-,HTTP/1.1,403,2409,5131,3.484,2.600,172.39.223:48581,masscan/1.0,-,text/html,90aa:e20:72a6:5459:246c:c9c:2b2f:df8a,-,-,1
2025-12-11T03:38:16.841422,1765404496841,87.93.231.120,shop.example.com,POST,/dashboard,/dashboard,-,HTTP/2.0,200,2603,870,0.117,0.018,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T14:22:08.841422,1765443128841,42.172.101.192,example.com,POST,/dashboard,/dashboard,q=268,HTTP/2.0,200,3283,571,0.086,0.282,130.113.15:8003,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T06:20:37.841422,1765414237841,252.6.35.171,shop.example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,3374,1254,0.801,0.080,76.151.1:14663,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T15:21:43.841422,1765446703841,244.87.146.202,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,-,HTTP/2.0,200,1720,378,0.706,0.391,186.25.167:55664,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T07:20:17.841422,1765417817841,115.25.232.79,alpha-triradiate-adalberto.ngrok-free.dev,GET,/profile,/profile,q=604,HTTP/1.1,200,3469,1934,0.727,0.299,22.189.200:8220,curl/7.68.0,https://google.com,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T01:24:50.841422,1765396490841,243.87.246.107,alpha-triradiate-adalberto.ngrok-free.dev,GET,"/""_onmouseover=""alert('XSS')""","/""_onmouseover=""alert('XSS')""",-,HTTP/1.1,403,3005,925,3.391,0.444,172.18.0.5:80,masscan/1.0,https://malicious.example,text/html,-,-,-,1
2025-12-11T03:30:44.841422,1765404044841,193.95.156.63,shop.example.com,GET,/checkout,/checkout,-,HTTP/1.1,200,5328,530,0.48,0.242,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T06:59:09.841422,1765416549841,195.210.142.141,shop.example.com,POST,/product/123,/product/123,q=720,HTTP/1.1,200,5070,747,0.323,0.121,172.18.0.5:80,curl/7.68.0,-,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T14:24:43.841422,1765443283841,63.237.99.21,shop.example.com,POST,/search,/search,-,HTTP/2.0,200,2264,1204,0.531,0.325,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,7b58:947c:c35c:598f:c891:41e:8ac1:4564,-,-,0
2025-12-11T06:09:23.841422,1765413563841,66.253.121.209,shop.example.com,POST,/login,/login,; rm -rf /,HTTP/1.1,403,834,5053,1.674,2.083,172.18.0.5:80,python-requests/2.25.1,-,text/html,-,-,-,1
2025-12-10T21:21:49.841422,1765381909841,188.246.116.214,alpha-triradiate-adalberto.ngrok-free.dev,GET,/cart/add,/cart/add,| cat /etc/passwd,HTTP/2.0,500,2404,2925,1.17,0.611,172.18.0.5:80,python-requests/2.25.1,-,-,fc9b:1f6d:3a2e:d911:9eba:edba:918d:9e37,-,-,1
2025-12-11T08:04:05.841422,1765420445841,188.246.116.214,example.com,GET,/dashboard,/dashboard,..%2F..%2F..%2Fetc%2Fpasswd,HTTP/2.0,500,2836,3585,4.435,2.591,172.18.0.5:80,masscan/1.0,https://malicious.example,application/json,d3bd:3e67:97c8:8725:5366:477b:5570:d2c,-,-,1
2025-12-11T16:15:22.841422,1765449922841,26.22.40.171,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,-,HTTP/2.0,301,5558,1410,0.085,0.339,164.215.229:59924,curl/7.68.0,-,text/html,-,-,-,0
2025-12-11T14:43:46.841422,1765444426841,100.41.91.219,shop.example.com,POST,/product/123,/product/123,q=744,HTTP/1.1,200,7532,1808,0.135,0.473,163.80.237:17669,curl/7.68.0,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:45:29.841422,1765390529841,8.220.227.159,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,q=470,HTTP/1.1,200,6176,767,0.313,0.196,67.223.108:16971,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T12:30:28.841422,1765436428841,240.65.69.63,example.com,POST,/|_cat_/etc/passwd,/|_cat_/etc/passwd,-,HTTP/2.0,403,1202,566,3.009,1.311,172.18.0.5:80,masscan/1.0,-,application/json,ff7c:994a:2409:ea23:1f24:2d6c:fab9:c282,-,-,1
2025-12-11T13:05:21.841422,1765438521841,50.189.75.27,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,q=672,HTTP/2.0,200,1345,780,0.998,0.069,58.30.110:40371,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T15:28:32.841422,1765447112841,224.249.55.211,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dvwa/login.php,/dvwa/login.php,q=402,HTTP/2.0,200,7812,1165,0.274,0.027,45.128.113:58689,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T00:56:24.841422,1765394784841,28.72.176.117,shop.example.com,GET,/checkout,/checkout,q=755,HTTP/2.0,200,5267,1631,0.916,0.321,187.174.204:45478,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T08:50:55.841422,1765423255841,200.218.93.201,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,781,1739,0.111,0.153,156.24.19:3527,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T11:55:30.841422,1765434330841,6.221.82.86,alpha-triradiate-adalberto.ngrok-free.dev,POST,/profile,/profile,q=684,HTTP/2.0,200,851,1924,0.739,0.125,116.72.159:57323,PostmanRuntime/7.28.4,https://google.com,-,-,-,-,0
2025-12-11T17:02:06.841422,1765452726841,199.119.113.240,example.com,GET,/api/v1/user,/api/v1/user,q=770,HTTP/1.1,200,7769,276,0.504,0.107,133.58.182:28797,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T00:50:23.841422,1765394423841,175.94.128.124,shop.example.com,POST,/profile,/profile,q=433,HTTP/1.1,200,6263,1053,0.812,0.154,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T04:37:12.841422,1765408032841,142.119.206.5,example.com,GET,/dashboard,/dashboard,q=343,HTTP/2.0,200,3223,549,0.276,0.246,172.18.0.5:80,PostmanRuntime/7.28.4,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T03:21:02.841422,1765403462841,220.185.199.202,example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,4782,907,0.544,0.156,56.219.47:61315,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:04:26.841422,1765388066841,145.206.127.103,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dvwa/login.php,/dvwa/login.php,../../etc/passwd,HTTP/2.0,404,2892,765,2.454,2.713,87.214.91:14727,sqlmap/1.5.6 (http://sqlmap.org),-,-,7f3e:917a:8db3:6bfd:cf13:2954:51c5:954f,-,-,1
2025-12-11T19:53:56.841422,1765463036841,159.76.251.252,alpha-triradiate-adalberto.ngrok-free.dev,GET,/checkout,/checkout,q=964,HTTP/2.0,200,7453,245,0.049,0.483,125.86.188:6436,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T22:44:42.841422,1765386882841,77.162.183.159,example.com,GET,/search,/search,<script>alert(1)</script>,HTTP/1.1,500,3752,5288,0.199,2.709,112.46.147:11710,sqlmap/1.5.6 (http://sqlmap.org),-,application/json,-,-,-,1
2025-12-11T16:07:14.841422,1765449434841,66.253.121.209,shop.example.com,POST,/product/123,/product/123,1; DROP TABLE users;,HTTP/1.1,404,3476,2972,2.485,1.044,177.231.63:9989,python-requests/2.25.1,-,-,790f:347e:64fd:ca04:84c6:16cf:3c4f:e22f,-,-,1
2025-12-11T14:27:25.841422,1765443445841,118.248.205.110,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,5167,1260,0.369,0.089,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T08:11:00.841422,1765420860841,98.222.98.37,example.com,GET,/..%2F..%2F..%2Fetc%2Fpasswd,/..%2F..%2F..%2Fetc%2Fpasswd,-,HTTP/1.1,500,231,3592,2.505,2.328,172.18.0.5:80,nikto/2.1.6,-,-,316d:e85a:3979:2f50:ebfb:6053:863:c31e,-,-,1
2025-12-11T18:30:47.841422,1765458047841,170.216.110.143,alpha-triradiate-adalberto.ngrok-free.dev,POST,/product/123,/product/123,q=404,HTTP/1.1,200,3018,988,0.564,0.058,172.18.0.5:80,curl/7.68.0,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T21:15:41.841422,1765381541841,222.65.30.165,example.com,GET,/login,/login,-,HTTP/2.0,200,6725,1322,0.48,0.241,150.10.96:63476,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T05:04:48.841422,1765409688841,13.215.139.227,example.com,POST,/dashboard,/dashboard,-,HTTP/2.0,200,6821,1555,0.888,0.183,120.193.52:56529,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T09:07:31.841422,1765424251841,125.91.0.162,shop.example.com,GET,/cart/add,/cart/add,-,HTTP/1.1,200,4928,1505,0.581,0.331,96.238.115:25959,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T13:28:51.841422,1765439931841,59.135.2.62,alpha-triradiate-adalberto.ngrok-free.dev,POST,/cart/add,/cart/add,q=159,HTTP/2.0,200,5467,1484,0.356,0.270,172.18.0.5:80,curl/7.68.0,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T00:18:00.841422,1765392480841,14.197.242.138,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,..%2F..%2F..%2Fetc%2Fpasswd,HTTP/1.1,404,349,2180,3.387,2.713,172.18.0.5:80,masscan/1.0,-,application/json,c0e4:b1b7:9d5e:3e81:d17e:fc80:120f:7490,-,-,1
2025-12-11T05:44:35.841422,1765412075841,245.150.140.202,example.com,POST,/login,/login,q=729,HTTP/2.0,200,1548,526,0.451,0.151,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,text/html,-,-,-,0
2025-12-11T16:02:31.841422,1765449151841,138.148.207.183,example.com,POST,/profile,/profile,q=184,HTTP/1.1,200,6594,1285,0.638,0.173,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,-,-,0
2025-12-10T23:32:37.841422,1765389757841,181.16.30.186,example.com,GET,/cart/add,/cart/add,-,HTTP/2.0,200,6095,1119,0.825,0.461,191.42.67:1176,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T00:42:49.841422,1765393969841,24.193.9.181,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,-,HTTP/1.1,200,2664,1471,0.494,0.072,54.150.26:10019,curl/7.68.0,-,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T15:33:11.841422,1765447391841,148.191.73.161,alpha-triradiate-adalberto.ngrok-free.dev,GET,/checkout,/checkout,q=640,HTTP/2.0,200,7123,1809,0.842,0.019,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T07:27:45.841422,1765418265841,228.113.96.170,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,2876,520,0.331,0.102,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:57:38.841422,1765391258841,25.77.171.1,shop.example.com,GET,/login,/login,-,HTTP/2.0,200,4623,1473,0.083,0.230,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T12:04:26.841422,1765434866841,232.214.24.40,example.com,POST,/product/123,/product/123,-,HTTP/2.0,200,2521,885,0.059,0.362,130.192.233:21866,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T10:01:20.841422,1765427480841,93.106.166.53,alpha-triradiate-adalberto.ngrok-free.dev,POST,/cart/add,/cart/add,-,HTTP/2.0,200,4444,401,0.374,0.408,172.18.0.5:80,PostmanRuntime/7.28.4,-,-,-,-,-,0
2025-12-11T07:36:26.841422,1765418786841,31.123.51.23,example.com,POST,/cart/add,/cart/add,q=956,HTTP/1.1,200,4810,1142,0.41,0.207,172.18.0.5:80,curl/7.68.0,-,text/html,-,-,-,0
2025-12-11T02:52:09.841422,1765401729841,75.179.173.44,shop.example.com,GET,/login,/login,q=212,HTTP/1.1,200,6899,963,0.299,0.108,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T19:23:30.841422,1765461210841,204.227.137.15,example.com,POST,/login,/login,admin' --,HTTP/1.1,403,1942,639,4.274,0.474,172.18.0.5:80,python-requests/2.25.1,-,-,fcb4:9a62:6036:4d00:31e4:6b97:af6f:4087,-,-,1
2025-12-11T04:07:17.841422,1765406237841,30.65.186.95,example.com,GET,/cart/add,/cart/add,q=304,HTTP/1.1,200,2106,1434,0.154,0.442,105.141.199:35437,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T08:17:22.841422,1765421242841,140.128.192.237,example.com,POST,/api/v1/user,/api/v1/user,q=536,HTTP/2.0,200,793,663,0.47,0.322,151.175.25:45138,curl/7.68.0,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T04:45:30.841422,1765408530841,243.222.252.135,alpha-triradiate-adalberto.ngrok-free.dev,GET,/checkout,/checkout,q=86,HTTP/1.1,200,5839,838,0.382,0.257,184.22.83:16549,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T01:24:31.841422,1765396471841,228.111.180.51,shop.example.com,POST,/product/123,/product/123,-,HTTP/2.0,301,4659,984,0.693,0.323,153.102.179:62972,curl/7.68.0,https://google.com,application/json,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T03:53:48.841422,1765405428841,250.202.207.15,example.com,POST,/checkout,/checkout,q=244,HTTP/2.0,200,3257,1537,0.699,0.082,104.113.154:42854,PostmanRuntime/7.28.4,https://google.com,text/html,cecf:a1cc:2fba:84ef:5fe:baaa:5eda:9ce9,-,-,0
2025-12-11T02:40:32.841422,1765401032841,222.193.251.197,alpha-triradiate-adalberto.ngrok-free.dev,POST,/checkout,/checkout,-,HTTP/1.1,200,1639,359,0.772,0.230,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T23:28:03.841422,1765389483841,20.58.7.183,shop.example.com,GET,/login,/login,q=621,HTTP/2.0,200,4905,808,0.089,0.477,179.160.103:49523,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T15:23:50.841422,1765446830841,80.199.226.6,shop.example.com,GET,/login,/login,-,HTTP/2.0,200,6994,530,0.396,0.044,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:30:19.841422,1765389619841,113.45.162.232,shop.example.com,POST,/login,/login,q=238,HTTP/2.0,302,5964,858,0.852,0.439,172.18.0.5:80,curl/7.68.0,-,application/json,-,-,-,0
2025-12-11T01:59:47.841422,1765398587841,76.154.87.19,shop.example.com,GET,/cart/add,/cart/add,-,HTTP/1.1,200,2442,626,0.854,0.332,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,application/json,-,-,-,0
2025-12-11T13:27:19.841422,1765439839841,78.58.145.221,shop.example.com,GET,/profile,/profile,""" onmouseover=""alert('XSS')""",HTTP/1.1,500,1844,5326,2.271,1.494,172.18.0.5:80,masscan/1.0,-,text/html,-,-,-,1
2025-12-11T16:52:04.841422,1765452124841,243.87.246.107,alpha-triradiate-adalberto.ngrok-free.dev,GET,/api/v1/user,/api/v1/user,' OR 1=1 --,HTTP/2.0,500,416,4692,0.339,2.933,166.77.141:43590,nikto/2.1.6,-,application/json,3c39:1fd9:42e6:6608:da24:ac7a:366b:7118,-,-,1
2025-12-11T11:54:44.841422,1765434284841,44.221.58.19,alpha-triradiate-adalberto.ngrok-free.dev,POST,/api/v1/user,/api/v1/user,q=332,HTTP/1.1,200,3970,1369,0.771,0.361,179.232.93:10813,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T08:34:00.841422,1765422240841,103.192.226.230,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dvwa/login.php,/dvwa/login.php,q=942,HTTP/1.1,200,6693,1079,0.219,0.039,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,d863:eeb4:ca79:5deb:5ed4:7a59:e00f:7424,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T20:37:28.841422,1765465648841,35.98.132.68,shop.example.com,GET,/login,/login,q=938,HTTP/2.0,200,3480,469,0.466,0.182,172.18.0.5:80,PostmanRuntime/7.28.4,-,text/html,-,-,-,0
2025-12-11T19:23:39.841422,1765461219841,25.116.203.57,example.com,POST,/checkout,/checkout,-,HTTP/2.0,200,7724,394,0.096,0.177,136.209.167:17810,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T16:13:15.841422,1765449795841,54.165.81.253,shop.example.com,POST,/dashboard,/dashboard,q=407,HTTP/1.1,200,410,1588,0.96,0.432,55.92.86:26821,PostmanRuntime/7.28.4,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T17:40:37.841422,1765455037841,151.133.123.98,shop.example.com,GET,/search,/search,-,HTTP/2.0,200,1478,1717,0.445,0.338,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
